Nama_Ibu,Alamat,Kecamatan,Desa,Nomer_NIK,TB_Ibu,BB_Ibu,IMT,Usia_ibu,Pendidikan_Ibu,Pekerjaan_ibu,Pendidikan_AYAH,Pekerjaan_Ayah,Jumlah_PendapatanKeluarga,NominalGaji,Status_Pernikahan,UsiaPertamaMenikahIbu,Kepemilikan_KK,JumlahAnak,Nama_BADUTA,UsiaBaduta,JenisKelamin,PersalinanOleh,BB_Lahir,PanjangLahir,Riwayat_Imunisasi,RiwayatDiare_2mgguTerakhir,RiwayatISPA_2mgguTerakhir,Punya_AkteLahir,BB_Baduta,PB_Baduta,StatusGizi_Baduta,Baduta_Dapat_ASI_Ekslusif,Baduta_DapatMPASI,Baduta_DapatPMT,PMT_DihabiskanAtauTidak,AlasanMendapat_PMT,BadutaDitimbang_Minimal8x,Baduta_DapatZinc_saatDiare,PernahCacingan,PernahMinum_ObatCacing,Bumil_DapatFolat_Fe,Ibu_DapatKonseling_PromosiASI,Ibu_DapatKonseling_PromosiMPASI,Punya_Sal_AirBersih,Punya_Jamban,GunainJamban_BAB,Ada_SepticTank,IBU_CuciTanganSabun_SBLMMakan,IBU_CuciTanganSabun_SetelahBAB,Anak_CuciTanganSabun_SebelumMakan,Anak_CuciTanganSabun_SetelahBAB,Anak_GunakanAlasKakiSaatMAin,Ibu_DapatBantuanBeras,Kel_KonsumsiSayuran,Kel_KonsumsiBuahBuahan,AdaYAnKes_diRumahTinggal,CaraPergi_KePuskesmas,JarakRumahKeYANKES,IBU_PakaiKB,JenisKB,Kepemilikan_BPJS,KewajibanMendidikAnak,YangJagaAnak_SetiapHari,PAUD_SekitarRumah,IbuMenyekolahkanAnak_KePAUD,Ibu_DapatInformasi_Gizi,Status_Stunting
Sergent Vacher,51 Sunbrook Crossing,California,United States,3.60E+15,145,47,2,34,3,1,3,1,2,3000000,1,22,1,3,Sergent Vacher,15,1,1,3000,49,1,2,1,1,7.3,74,2,2,1,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,Pil KB,1,1,1,1,1,1,Tidak Stunting
Nappy Caselli,7 Sunnyside Way,California,United States,1.81E+15,141,42,2,19,2,1,2,1,2,2500000,1,17,0,2,Nappy Caselli,4,1,1,2800,48,2,1,1,2,6.1,61,3,1,1,2,#NULL!,,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Thekla Golling,90 Cascade Street,California,United States,3.60E+15,153,62,3,40,1,1,2,1,1,1800000,1,16,1,3,Thekla Golling,17,2,1,3200,52,1,2,1,1,8,82,2,1,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Nat Brixey,6 Coleman Avenue,Nebraska,United States,3.60E+15,149,59.5,2,39,2,2,2,1,2,2500000,1,19,1,4,Nat Brixey,7,2,1,2800,#NULL!,1,2,1,1,7.5,65,3,1,1,1,2,Program,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Essa Linne,77245 Annamark Crossing,Virginia,United States,3.28E+15,154,56,2,39,2,1,3,1,2,5000000,1,20,1,4,Essa Linne,18,1,1,3400,45,1,2,1,1,10,81,3,2,2,1,2,Program,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Sigmund Celez,2960 Messerschmidt Point,New York,United States,3.60E+15,156,51,2,30,1,1,1,1,1,1500000,1,27,1,1,Sigmund Celez,13,2,1,2800,#NULL!,2,2,1,1,6.3,66,3,1,1,1,2,Program,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,,2,1,1,1,2,1,Stunting
Gussy Mungane,3052 Monterey Drive,District of Columbia,United States,3.60E+15,152,54,2,28,3,1,3,1,2,3500000,1,22,1,2,Gussy Mungane,1,1,1,2600,49,1,1,1,1,52,55,4,1,2,1,1,Program,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,1,1,Tidak Stunting
Vaclav Penright,7421 6th Pass,Florida,United States,3.60E+15,155,69,3,33,2,1,2,1,2,2500000,1,15,1,3,Vaclav Penright,23,2,1,3300,50,2,2,1,1,11.5,79,3,2,1,1,1,Program,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,Suntik 3 ,1,1,1,1,1,2,Tidak Stunting
Averill Powton,87801 Mitchell Pass,New York,United States,3.60E+15,152,58,3,33,2,1,3,1,2,6000000,1,20,1,2,Averill Powton,10,2,1,4100,#NULL!,2,2,2,1,7.7,68,3,2,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,Pil KB,1,1,1,1,1,1,Tidak Stunting
Kip Lawrance,0 Lillian Park,New York,United States,3.60E+15,150,56,2,23,2,1,2,1,2,2500000,1,22,0,1,Kip Lawrance,3,1,1,3600,50,2,2,1,2,5.8,62,3,2,2,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,1,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Winthrop Routh,37540 Almo Avenue,Arizona,United States,3.60E+15,152,47,2,28,1,1,1,1,1,1000000,1,28,1,1,Winthrop Routh,9,2,1,3000,#NULL!,1,2,1,2,7.8,68,3,1,1,1,1,Program,1,#NULL!,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,,1,1,1,1,1,1,Tidak Stunting
Farlay Phillpotts,10 Gina Lane,District of Columbia,United States,#NULL!,146,48,2,38,1,1,1,1,1,1000000,1,24,1,4,Farlay Phillpotts,22,2,1,3800,#NULL!,2,2,1,2,9.1,73.5,3,1,1,1,2,Program,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,1,1,1,1,1,1,Stunting
Cate McCullouch,14287 Melvin Terrace,Alabama,United States,3.60E+15,161,90,3,22,2,1,1,1,1,500000,1,18,1,2,Cate McCullouch,18,1,2,3000,#NULL!,2,2,1,1,12,81,3,2,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Maggee Castelli,6996 Lindbergh Terrace,Virginia,United States,3.60E+15,145,45,2,31,2,1,3,1,1,1500000,1,20,1,3,Maggee Castelli,4,1,1,2800,48,2,2,1,1,6.4,61,3,2,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Caralie Blaylock,88045 Sugar Road,Massachusetts,United States,3.60E+15,147,40,2,27,1,1,3,1,1,1000000,1,19,1,2,Caralie Blaylock,17,1,2,3500,50,1,2,1,1,89,77,3,2,1,1,2,Program,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,Suntik 1 ,1,1,1,1,1,1,Tidak Stunting
Corrie Scammell,6 Declaration Center,Illinois,United States,#NULL!,150,54,2,22,3,1,4,1,1,1500000,1,22,0,1,Corrie Scammell,5,1,1,3400,50,2,2,2,2,69,67,3,2,2,1,2,Program,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Em Fauning,5785 Rigney Avenue,Colorado,United States,3.60E+15,149,51,2,25,2,1,2,1,1,500000,1,18,1,3,Em Fauning,10,1,1,2900,47,1,1,1,2,7.9,70,3,1,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,Tidak Stunting
Korrie Dwelly,81617 Golf Course Junction,Tennessee,United States,3.60E+15,154,41.5,1,23,2,1,1,1,2,3000000,1,21,1,1,Korrie Dwelly,22,1,1,3100,50,1,2,1,1,10.4,81,3,1,1,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Ambros Wildbore,690 Springview Circle,Kentucky,United States,3.60E+15,161,63.5,2,25,2,1,1,1,1,1000000,1,20,1,2,Ambros Wildbore,3,1,1,3800,51,2,2,2,2,7.4,63,3,1,2,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Diane Fauning,6471 Northridge Center,Maryland,United States,3.60E+15,156,40,1,22,1,1,2,1,1,1500000,1,16,1,3,Diane Fauning,12,1,2,2800,48,1,2,1,1,9,74,3,1,1,1,2,Program,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,Suntik 3 ,1,2,1,1,2,1,Tidak Stunting
Dickie Elstob,29 Bluestem Lane,New York,United States,#NULL!,158,59,2,24,2,1,1,1,1,1200000,1,23,0,1,Dickie Elstob,8,2,1,3300,50,2,2,2,2,8.5,69,3,2,1,1,2,Program,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Kendrick Pietzke,261 American Center,West Virginia,United States,3.60E+15,154,55,2,25,2,1,2,1,1,500000,1,19,1,2,Kendrick Pietzke,1,1,1,3300,48,1,2,2,2,4.6,55,3,1,#NULL!,#NULL!,#NULL!,,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,,2,1,1,1,1,1,Tidak Stunting
Hildegarde Keating,7 Sage Street,Hawaii,United States,3.60E+15,154,52,2,39,1,1,1,1,2,2100000,1,18,1,5,Hildegarde Keating,1,2,1,3400,49,1,2,2,2,4.2,57,2,1,#NULL!,#NULL!,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Ricard Philp,65 Beilfuss Road,California,United States,#NULL!,154,55,2,19,1,1,1,1,2,3000000,1,18,0,1,Ricard Philp,1,2,1,2700,49,1,2,2,2,3.4,52,2,2,#NULL!,#NULL!,#NULL!,,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,,2,1,1,1,2,1,Tidak Stunting
Delila Leggen,77811 Surrey Point,Oklahoma,United States,3.60E+15,160,60,2,22,2,1,2,1,2,3000000,1,20,1,1,Delila Leggen,20,2,1,3400,49,2,2,1,1,11,78,3,1,1,1,1,Program,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Gerrie Fosh,469 Toban Road,Pennsylvania,United States,3.60E+15,148,50,2,20,2,1,2,1,1,300000,3,19,0,1,Gerrie Fosh,19,2,1,#NULL!,#NULL!,2,2,1,2,9.5,79,3,1,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,,2,1,1,1,2,1,Tidak Stunting
Alric Cerro,2 Pennsylvania Park,California,United States,3.60E+15,149,48,2,37,1,1,1,1,2,3000000,1,16,1,3,Alric Cerro,18,1,1,2900,49,2,2,1,1,9,78,2,2,2,1,2,Program,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,1,1,1,1,2,1,Stunting
Verine Withey,18078 Hovde Point,Florida,United States,3.60E+15,156,70,3,19,2,1,1,1,1,1500000,1,18,0,1,Verine Withey,1,1,1,2400,46,1,2,1,2,3.6,52,3,1,#NULL!,#NULL!,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,2,1,1,1,2,1,Tidak Stunting
Emmie Sea,1 Petterle Parkway,North Carolina,United States,3.60E+15,145,53,3,27,2,1,3,1,1,1500000,1,18,1,2,Emmie Sea,6,2,1,2600,48,2,2,2,2,5.3,64,2,1,1,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Rriocard Clara,980 Hudson Crossing,Utah,United States,3.60E+15,#NULL!,#NULL!,#NULL!,25,3,2,3,1,#NULL!,#NULL!,#NULL!,20,1,2,Rriocard Clara,6,2,1,#NULL!,#NULL!,1,1,2,2,6.3,64,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Koressa Gormally,6712 Dixon Hill,Florida,United States,3.60E+15,156,62,3,22,2,1,1,1,2,3000000,1,20,0,1,Koressa Gormally,18,2,1,1900,48,2,2,2,1,8.3,73,3,2,1,1,2,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,2,1,Stunting
Mattie Chelley,6 Mallory Crossing,Oregon,United States,3.60E+15,154,50,2,29,1,1,1,1,1,1500000,1,18,1,2,Mattie Chelley,13,2,1,2600,45,1,2,1,1,10,73,3,2,2,1,2,Program,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Sybila Kepe,612 Crest Line Pass,Ohio,United States,3.60E+15,161,49,2,30,1,1,2,1,1,2000000,1,15,1,4,Sybila Kepe,5,2,1,2700,48,1,2,2,2,7,64,3,1,2,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Cassy Dickons,8383 Dexter Court,California,United States,3.60E+15,152,50,2,39,2,1,1,1,1,500000,1,19,1,4,Cassy Dickons,11,1,2,3300,48,2,2,1,2,8.6,72,3,1,1,1,1,Program,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,1,1,Tidak Stunting
Kristi Kermit,43810 Rusk Drive,New York,United States,3.33E+15,151,55,2,19,1,1,1,1,1,2000000,1,17,1,1,Kristi Kermit,1,1,1,3000,49,1,1,1,2,4.4,55,3,1,#NULL!,#NULL!,#NULL!,,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,2,2,Tidak Stunting
Noella Wheelwright,6218 Shelley Court,District of Columbia,United States,3.67E+15,157,95,3,29,3,1,2,1,2,4000000,1,21,1,3,Noella Wheelwright,22,2,1,3000,49,1,2,1,1,15.5,85,4,2,2,1,1,Program,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Colan Frotton,7 Portage Hill,Illinois,United States,3.60E+15,147,37,1,25,0,1,1,1,1,#NULL!,1,16,1,2,Colan Frotton,23,1,1,2500,47,1,2,1,2,10.3,78,3,1,2,2,2,tidak,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0.5,1,suntik,1,1,1,2,2,1,Stunting
Sarita Tunnoch,6 Moose Place,California,United States,3.60E+15,148,45,2,42,1,2,2,0,1,#NULL!,1,16,1,4,Sarita Tunnoch,7,2,1,2600,#NULL!,1,2,1,1,6,68,3,1,1,1,1,Setiap timbang badan,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Dannie Zienkiewicz,8627 Rutledge Pass,New Mexico,United States,3.60E+15,148,53,2,38,1,1,2,1,1,#NULL!,1,18,1,3,Dannie Zienkiewicz,19,1,1,3500,#NULL!,1,2,2,2,10.7,83,3,2,2,2,2,tidak,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,0.5,1,Suntik,1,1,1,2,2,1,Tidak Stunting
Dominique Ardron,29 Mcbride Road,New York,United States,3.60E+15,148,49,2,29,1,1,2,1,1,#NULL!,1,25,1,3,Dominique Ardron,8,1,1,#NULL!,#NULL!,1,2,2,2,7.7,69,3,1,1,1,1,setiap timbang badan,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,0.5,1,Suntik,1,1,1,2,2,1,Tidak Stunting
Winnie McGrayle,80786 Loeprich Point,District of Columbia,United States,3.60E+15,149,52,2,38,3,1,2,1,1,#NULL!,1,18,1,4,Winnie McGrayle,14,1,1,3600,0,1,2,1,1,10,73,3,2,1,2,2,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Glennie Adamolli,246 Sachs Park,Illinois,United States,3.60E+15,153,44,2,19,2,1,4,1,1,1000000,1,18,1,1,Glennie Adamolli,7,2,1,3800,#NULL!,1,2,2,2,9.6,69,3,1,1,1,2,setiap timbang,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.3,1,Suntik,1,1,1,2,1,1,Tidak Stunting
Traver Maciak,5 Shelley Avenue,Arkansas,United States,3.17E+15,144,55,2,35,2,1,2,1,1,800000,1,25,2,3,Traver Maciak,1,2,1,3300,#NULL!,1,2,2,2,4.3,54,3,1,1,2,2,tidak,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,Suntik,1,1,1,1,1,2,Tidak Stunting
Boyd Gummie,877 Parkside Street,Washington,United States,3.60E+15,154,45,2,24,1,1,2,1,1,500000,1,20,1,3,Boyd Gummie,20,1,1,2700,49,1,2,2,1,10,80,3,1,1,2,2,tidak,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Jarrett Tolussi,0446 Judy Street,District of Columbia,United States,3.60E+15,154,45,2,22,2,1,2,1,1,1200000,1,19,2,1,Jarrett Tolussi,19,1,1,3800,#NULL!,1,2,1,1,10.1,77,2,2,1,1,1,setiap timbang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,Suntik,1,1,1,1,2,1,Stunting
Dannel Ambridge,876 Sugar Terrace,Texas,United States,3.60E+15,148,44,2,26,2,1,3,1,1,2800000,1,24,1,1,Dannel Ambridge,16,1,1,3800,#NULL!,1,2,1,2,10.2,76,3,1,2,1,2,setiap imbang,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,0.5,1,suntik,1,1,1,1,1,1,Tidak Stunting
Arluene Khristoforov,01074 Bluestem Hill,California,United States,3.60E+15,147,46,2,37,1,1,2,1,1,800000,1,19,1,2,Arluene Khristoforov,18,1,1,3600,#NULL!,1,2,2,1,10.3,76,3,1,1,2,2,tidak,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,0.5,1,suntik,1,1,1,2,2,1,Stunting
Norbert McCuthais,54823 Cascade Terrace,New York,United States,3.60E+15,146,60,3,36,0,1,2,1,1,1000000,1,17,1,4,Norbert McCuthais,16,1,2,#NULL!,#NULL!,1,1,1,1,9.3,77,3,1,1,2,2,tidak,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,0.5,1,suntik,1,1,1,2,2,1,Tidak Stunting
Ric Cahalan,9927 Aberg Circle,Florida,United States,3.60E+14,155,48,2,28,1,1,3,1,1,1400000,1,24,1,1,Ric Cahalan,3,1,1,2900,#NULL!,1,2,2,2,5.5,60,3,2,2,1,2,setiap timbangan,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,0.5,1,suntik,1,1,1,1,1,1,Tidak Stunting
Tiphanie Maskill,9410 Pleasure Way,Arizona,United States,3.60E+15,150,49,2,25,2,1,3,1,1,2000000,1,17,1,2,Tiphanie Maskill,8,2,1,2300,#NULL!,1,2,2,2,7.1,68,3,1,1,1,1,setiap timbang,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,suntik,1,1,1,2,2,1,Tidak Stunting
Gracia Yurocjhin,906 Ohio Parkway,Maryland,United States,3.60E+14,146,49,2,20,1,1,1,1,1,1200000,1,19,1,1,Gracia Yurocjhin,5,1,1,3500,#NULL!,1,2,1,2,#NULL!,64,3,2,1,1,2,setiap timbang,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,suntik,2,1,1,1,1,1,Tidak Stunting
Estell Logesdale,01 Clyde Gallagher Parkway,California,United States,3.60E+15,151,42,2,23,3,1,3,1,1,2500000,1,20,1,1,Estell Logesdale,20,2,1,3000,#NULL!,1,2,1,1,9.1,75,3,2,1,1,2,setiap timbang,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,suntik,2,1,1,1,2,1,Stunting
Karl Noury,36357 Johnson Terrace,Nevada,United States,3.60E+15,147,57,3,28,1,2,1,1,1,500000,1,28,1,1,Karl Noury,8,2,1,2600,48,2,1,2,2,7.3,69,3,1,1,1,2,setiap timbang dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.1,1,suntik,2,1,1,1,2,1,Tidak Stunting
Wileen Rowcliffe,630 Bashford Lane,California,United States,3.60E+15,142,52,3,25,1,1,1,1,1,#NULL!,1,20,1,2,Wileen Rowcliffe,6,2,1,2800,#NULL!,1,2,2,1,8.1,62,4,1,1,2,1,tidak,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.1,2,,2,1,1,2,2,2,Tidak Stunting
Flossy Whitley,5 Cody Park,Florida,United States,3.60E+15,148,47,2,32,1,1,1,1,1,#NULL!,1,18,1,3,Flossy Whitley,7,2,1,3300,48,1,2,1,2,7.2,65,3,1,1,1,1,setiap timbang dapat,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0.5,1,suntik,1,1,1,2,2,1,Tidak Stunting
Sander Sollitt,583 Springs Avenue,California,United States,#NULL!,143,41,2,35,1,1,3,1,1,900000,1,17,1,3,Sander Sollitt,4,2,1,2900,#NULL!,1,2,1,2,5.2,60,3,1,1,2,#NULL!,tidak,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,0.5,1,pil,1,1,1,2,2,2,Tidak Stunting
Milton Goodship,0 American Ash Hill,Massachusetts,United States,3.60E+15,154,40,1,34,1,1,3,1,1,#NULL!,1,19,1,4,Milton Goodship,4,1,1,3200,#NULL!,2,1,2,2,5.1,63.5,3,1,2,1,1,setiap timbang dapat,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,pil,1,1,1,1,1,1,Tidak Stunting
Haleigh Lafranconi,999 North Court,Georgia,United States,3.60E+15,148,56,3,23,1,1,1,1,1,100000,1,22,1,1,Haleigh Lafranconi,15,1,1,3300,#NULL!,1,2,1,2,8.5,74,3,1,1,1,1,setiap timbang dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,suntik,1,1,1,1,1,1,Stunting
Andra Loweth,15 Anzinger Way,Texas,United States,3.17E+15,153,50,2,29,2,1,3,1,1,400000,1,21,1,2,Andra Loweth,20,1,1,3500,#NULL!,1,2,2,1,11.1,79.5,3,2,1,1,1,setiap timbang dapat,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,1,1,Tidak Stunting
Harriette Blasgen,5442 Summerview Crossing,Tennessee,United States,3.60E+15,152,52,2,19,2,1,2,1,1,500000,1,17,1,1,Harriette Blasgen,5,1,1,4000,#NULL!,2,2,2,2,7.3,65,3,2,1,1,2,setiap timbang dapat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,0.2,1,suntik,1,1,1,2,2,1,Tidak Stunting
Polly Darlasson,2664 Acker Park,Michigan,United States,3.60E+15,152,52,2,24,2,1,1,0,1,#NULL!,1,20,1,2,Polly Darlasson,3,2,1,1800,#NULL!,1,2,2,2,4.4,52,3,1,1,2,#NULL!,tidak,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0.3,1,pil,1,1,1,2,2,1,Stunting
Greer Bandiera,91 Jackson Road,District of Columbia,United States,3.60E+15,147,65,3,28,0,1,1,0,1,#NULL!,1,18,1,9,Greer Bandiera,22,2,1,4100,51,1,2,1,2,12,82.5,3,1,1,2,#NULL!,tidak,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,steril,1,1,1,1,1,1,Tidak Stunting
Donielle Haslock(e),323 Artisan Hill,Ohio,United States,3.60E+15,146,45,2,30,1,1,1,1,1,#NULL!,1,20,1,3,Donielle Haslock(e),23,2,1,#NULL!,#NULL!,2,2,1,1,9,78,2,2,1,1,2,setiap timbang,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,2,2,2,Stunting
Lazarus Meachan,39 Sherman Drive,New York,United States,3.60E+15,149,69,3,28,1,1,1,1,1,#NULL!,1,14,1,6,Lazarus Meachan,10,2,1,2800,#NULL!,1,2,1,1,8.2,71,3,1,1,1,2,setiap timbang,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,implan,1,1,1,2,1,1,Tidak Stunting
Debbi Sandcroft,72264 Reindahl Trail,Indiana,United States,3.60E+15,140,40,2,22,2,1,1,1,1,#NULL!,1,20,1,2,Debbi Sandcroft,21,2,1,3000,#NULL!,1,2,1,2,8,75,2,1,1,1,2,setiap timbang,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,implan,2,1,1,2,1,1,Stunting
Inna Sterte,18859 Algoma Parkway,District of Columbia,United States,3.60E+15,138,41,2,34,1,1,3,1,1,#NULL!,1,28,1,2,Inna Sterte,23,2,1,3000,#NULL!,1,2,2,1,8.5,70,3,1,1,1,2,setiap timbang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0.5,1,Suntik,2,1,1,1,1,1,Stunting
Oralia Bytheway,73 Lukken Circle,Ohio,United States,3.60E+15,144,39,2,39,1,1,1,1,1,#NULL!,1,27,1,2,Oralia Bytheway,17,1,1,3100,49,1,2,1,2,7,75,2,1,2,1,2,setiap timbang,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,0.5,1,Suntik,1,1,1,1,1,1,Stunting
Wyndham Choulerton,42666 Superior Alley,Ohio,United States,3.60E+15,150,54,2,32,1,1,1,1,1,#NULL!,1,24,1,5,Wyndham Choulerton,17,1,1,3600,#NULL!,1,2,1,2,9,75,3,1,1,1,2,setiap timbang,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,Implan,2,1,1,1,2,1,Stunting
